time,signal
0.000000 ,0
0.000004 ,1
0.000008 ,0
0.000012 ,0
0.000016 ,0
0.000020 ,1
0.000024 ,1
0.000028 ,0
0.000032 ,0
0.000036 ,1
0.000040 ,0
0.000044 ,0
0.000048 ,1
0.000052 ,1
0.000056 ,0
0.000060 ,0
0.000064 ,0
0.000068 ,1
0.000072 ,0
0.000076 ,0
0.000080 ,0
0.000084 ,0
0.000088 ,0
0.000092 ,1
0.000096 ,0
0.000100 ,1
0.000104 ,0
0.000108 ,0
0.000112 ,0
0.000116 ,1
0.000120 ,1
0.000124 ,1
0.000128 ,0
0.000132 ,1
0.000136 ,1
0.000140 ,1
0.000144 ,1
0.000148 ,0
0.000152 ,1
0.000156 ,1
0.000160 ,0
0.000164 ,1
0.000168 ,1
0.000172 ,0
0.000176 ,0
0.000180 ,0
0.000184 ,1
0.000188 ,0
0.000192 ,0
0.000196 ,1
0.000200 ,1
0.000204 ,0
0.000208 ,1
0.000212 ,0
0.000216 ,0
0.000220 ,1
0.000224 ,0
0.000228 ,1
0.000232 ,1
0.000236 ,0
0.000240 ,1
0.000244 ,1
0.000248 ,1
0.000252 ,0
0.000256 ,0
0.000260 ,1
0.000264 ,1
0.000268 ,0
0.000272 ,0
0.000276 ,0
0.000280 ,0
0.000284 ,1
0.000288 ,0
0.000292 ,1
0.000296 ,1
0.000300 ,1
0.000304 ,0
0.000308 ,0
0.000312 ,1
0.000316 ,0
0.000320 ,0
0.000324 ,1
0.000328 ,1
0.000332 ,1
0.000336 ,1
0.000340 ,0
0.000344 ,0
0.000348 ,1
0.000352 ,0
0.000356 ,0
0.000360 ,1
0.000364 ,0
0.000368 ,1
0.000372 ,1
0.000376 ,0
0.000380 ,1
0.000384 ,0
0.000388 ,1
0.000392 ,1
0.000396 ,0
0.000400 ,1
0.000404 ,0
0.000408 ,0
0.000412 ,1
0.000416 ,0
0.000420 ,1
0.000424 ,1
0.000428 ,1
0.000432 ,0
0.000436 ,0
0.000440 ,1
0.000444 ,1
0.000448 ,0
0.000452 ,0
0.000456 ,1
0.000460 ,0
0.000464 ,1
0.000468 ,1
0.000472 ,0
0.000476 ,1
0.000480 ,0
0.000484 ,1
0.000488 ,1
0.000492 ,0
0.000496 ,0
0.000500 ,1
0.000504 ,0
0.000508 ,1
0.000512 ,0
0.000516 ,1
0.000520 ,1
0.000524 ,1
0.000528 ,0
0.000532 ,0
0.000536 ,1
0.000540 ,1
0.000544 ,0
0.000548 ,1
0.000552 ,1
0.000556 ,1
0.000560 ,0
0.000564 ,0
0.000568 ,1
0.000572 ,1
0.000576 ,0
0.000580 ,1
0.000584 ,1
0.000588 ,0
0.000592 ,0
0.000596 ,1
0.000600 ,0
0.000604 ,1
0.000608 ,0
0.000612 ,1
0.000616 ,1
0.000620 ,0
0.000624 ,1
0.000628 ,1
0.000632 ,1
0.000636 ,0
0.000640 ,0
0.000644 ,1
0.000648 ,1
0.000652 ,1
0.000656 ,0
0.000660 ,1
0.000664 ,0
0.000668 ,0
0.000672 ,0
0.000676 ,1
0.000680 ,1
0.000684 ,0
0.000688 ,1
0.000692 ,0
0.000696 ,0
0.000700 ,1
0.000704 ,0
0.000708 ,1
0.000712 ,1
0.000716 ,0
0.000720 ,0
0.000724 ,0
0.000728 ,0
0.000732 ,1
0.000736 ,0
0.000740 ,1
0.000744 ,1
0.000748 ,0
0.000752 ,1
0.000756 ,1
0.000760 ,0
0.000764 ,0
0.000768 ,0
0.000772 ,0
0.000776 ,1
0.000780 ,0
0.000784 ,1
0.000788 ,1
0.000792 ,0
0.000796 ,1
0.000800 ,0
0.000804 ,1
0.000808 ,1
0.000812 ,0
0.000816 ,0
0.000820 ,1
0.000824 ,1
0.000828 ,0
0.000832 ,0
0.000836 ,1
0.000840 ,1
0.000844 ,0
0.000848 ,1
0.000852 ,1
0.000856 ,1
0.000860 ,1
0.000864 ,0
0.000868 ,1
0.000872 ,1
0.000876 ,1
0.000880 ,0
0.000884 ,0
0.000888 ,1
0.000892 ,0
0.000896 ,0
0.000900 ,0
0.000904 ,1
0.000908 ,0
0.000912 ,1
0.000916 ,1
0.000920 ,0
0.000924 ,1
0.000928 ,0
0.000932 ,1
0.000936 ,1
0.000940 ,0
0.000944 ,0
0.000948 ,0
0.000952 ,1
0.000956 ,1
0.000960 ,0
0.000964 ,1
0.000968 ,1
0.000972 ,0
0.000976 ,1
0.000980 ,1
0.000984 ,1
0.000988 ,1
0.000992 ,0
0.000996 ,1
0.001000 ,1
0.001004 ,0
0.001008 ,1
0.001012 ,1
0.001016 ,0
0.001020 ,1
0.001024 ,0
0.001028 ,1
0.001032 ,1
0.001036 ,0
0.001040 ,1
0.001044 ,1
0.001048 ,0
0.001052 ,1
0.001056 ,0
0.001060 ,1
0.001064 ,1
0.001068 ,1
0.001072 ,0
0.001076 ,1
0.001080 ,0
0.001084 ,1
0.001088 ,0
0.001092 ,1
0.001096 ,1
0.001100 ,0
0.001104 ,1
0.001108 ,1
0.001112 ,1
0.001116 ,0
0.001120 ,0
0.001124 ,1
0.001128 ,1
0.001132 ,0
0.001136 ,1
0.001140 ,0
0.001144 ,0
0.001148 ,1
0.001152 ,0
0.001156 ,1
0.001160 ,1
0.001164 ,0
0.001168 ,0
0.001172 ,0
0.001176 ,1
0.001180 ,1
0.001184 ,0
0.001188 ,1
0.001192 ,1
0.001196 ,0
0.001200 ,0
0.001204 ,0
0.001208 ,0
0.001212 ,1
0.001216 ,0
0.001220 ,1
0.001224 ,1
0.001228 ,1
0.001232 ,0
0.001236 ,1
0.001240 ,0
0.001244 ,0
0.001248 ,0
0.001252 ,1
0.001256 ,1
0.001260 ,0
0.001264 ,1
0.001268 ,0
0.001272 ,0
0.001276 ,1
0.001280 ,0
0.001284 ,1
0.001288 ,1
0.001292 ,0
0.001296 ,1
0.001300 ,1
0.001304 ,1
0.001308 ,1
0.001312 ,0
0.001316 ,1
0.001320 ,1
0.001324 ,0
0.001328 ,1
0.001332 ,1
0.001336 ,1
0.001340 ,0
0.001344 ,0
0.001348 ,1
0.001352 ,1
0.001356 ,1
0.001360 ,1
0.001364 ,1
0.001368 ,0
0.001372 ,1
0.001376 ,0
0.001380 ,0
0.001384 ,0
0.001388 ,0
0.001392 ,1
0.001396 ,0
0.001400 ,1
0.001404 ,0
